Compound_time_dose,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,meanID,ref_meanID,Probe_ID,GeneSymbol,ProbeNr,Entrez_ID,CELL_ID,TREATMENT,COMPOUND,COMPOUND_ABBR,DOSE,DOSE_LEVEL,TIME,TIMEPOINT,GeneSymbol_new,Entrez_ID_new
CSP_48hr_50uM,127.6842,0.9326696,0.2607524,3.5768400000000002,0.000347773,0.000949057,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WBP2,WBP2,,23558.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WBP2,23558.0
CSP_48hr_50uM,46.80045,0.9835485,0.1411741,6.966921000000001,3.2400000000000003e-12,2.95e-11,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WBP4,WBP4,,11193.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WBP4,11193.0
CSP_48hr_50uM,0.691052,2.7966919999999997,1.2182520000000001,2.29566,0.02169535,0.03942541,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WBSCR22,WBSCR22,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,BUD23,114049.0
CSP_48hr_50uM,4.901746,-0.5220003,0.3655465,-1.4280000000000002,0.153292,0.21629410000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WBSCR27,WBSCR27,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,METTL27,155368.0
CSP_48hr_50uM,0.9909296999999999,0.7481371,0.8230190999999999,0.9090154,0.363342,0.4475023,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDCP,WDCP,,80304.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDCP,80304.0
CSP_48hr_50uM,25.48116,0.777508,0.24247929999999995,3.206493,0.001343636,0.0032388609999999996,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDFY1,WDFY1,,57590.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDFY1,57590.0
CSP_48hr_50uM,6.044035,-0.24326509999999998,0.3932899,-0.6185389,0.5362201999999999,0.6153439,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDFY2,WDFY2,,115825.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDFY2,115825.0
CSP_48hr_50uM,121.171,-0.5341026,0.4044032,-1.320718,0.1865954,0.2556843,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDFY3,WDFY3,,23001.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDFY3,23001.0
CSP_48hr_50uM,5.268643,1.820168,0.4606375,3.9514110000000002,7.76918e-05,0.000242883,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDHD1,WDHD1,,11169.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDHD1,11169.0
CSP_48hr_50uM,3.6675809999999998,-2.534675,0.689651,-3.675301,0.000237569,0.000669707,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDPCP,WDPCP,,51057.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDPCP,51057.0
CSP_48hr_50uM,446.1536,0.40151770000000003,0.2554858,1.571585,0.1160468,0.1706461,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR1,WDR1,,9948.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR1,9948.0
CSP_48hr_50uM,15.310670000000002,1.237378,0.3547323,3.488203,0.00048628,0.0012899510000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR11,WDR11,,55717.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR11,55717.0
CSP_48hr_50uM,2.6347560000000003,1.577676,0.46164979999999994,3.417473,0.000632053,0.001640977,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR12,WDR12,,55759.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,,
CSP_48hr_50uM,11.84675,0.3921004,0.32401979999999997,1.210112,0.22623579999999996,0.30153850000000004,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR13,WDR13,,64743.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR13,64743.0
CSP_48hr_50uM,37.385259999999995,-0.2546471,0.2820712,-0.9027761000000001,0.3666448,0.4506204000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR18,WDR18,,57418.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR18,57418.0
CSP_48hr_50uM,35.31058,-3.3605629999999995,0.2886198,-11.64356,2.47e-31,1.1700000000000001e-29,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR19,WDR19,,57728.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR19,57728.0
CSP_48hr_50uM,35.62591,-0.2038678,0.29694770000000004,-0.6865444,0.4923698,0.5743914999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR20,WDR20,,91833.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR20,91833.0
CSP_48hr_50uM,7.15645,-1.411246,0.5030207,-2.805542,0.0050232029999999995,0.01067565,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR24,WDR24,,84219.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR24,84219.0
CSP_48hr_50uM,3.694117,0.8144184,0.5250878999999999,1.551013,0.12089849999999999,0.1766944,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR25,WDR25,,79446.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR25,79446.0
CSP_48hr_50uM,208.062,1.7437479999999999,0.5882101,2.964499,0.0030317670000000003,0.006785735,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR26,WDR26,,80232.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR26,80232.0
CSP_48hr_50uM,2.405005,0.1209815,0.6257389,0.19334179999999998,0.8466913,0.8863491,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR27,WDR27,,253769.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR27,253769.0
CSP_48hr_50uM,53.544180000000004,1.729612,0.331005,5.225335,1.7384e-07,8.455870000000001e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR3,WDR3,,10885.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR3,10885.0
CSP_48hr_50uM,0.6761128000000001,0.07362130000000001,0.975187,0.07549455,0.9398211999999999,0.9601299999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR31,WDR31,,114987.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR31,114987.0
CSP_48hr_50uM,1.149384,5.012481,0.9702653,5.166093,2.39038e-07,1.1432e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR34,WDR34,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,DYNC2I2,89891.0
CSP_48hr_50uM,144.9441,-0.1392287,0.2424041,-0.5743659000000001,0.5657201999999999,0.6421733000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR35,WDR35,,57539.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR35,57539.0
CSP_48hr_50uM,25.51662,0.5885489,0.2300094,2.5588040000000003,0.01050331,0.02066284,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR37,WDR37,,22884.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR37,22884.0
CSP_48hr_50uM,9.631372,3.319368,0.3695304,8.982664999999999,2.64e-19,5.0099999999999995e-18,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR4,WDR4,,10785.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR4,10785.0
CSP_48hr_50uM,67.11346999999999,0.09271343,0.3137502,0.2955008,0.7676114,0.8216753000000001,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR41,WDR41,,55255.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR41,55255.0
CSP_48hr_50uM,114.0033,2.782766,0.21735210000000002,12.80303,1.58e-37,1.1e-35,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR43,WDR43,,23160.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR43,23160.0
CSP_48hr_50uM,2.509272,0.8901285,0.49863090000000004,1.785145,0.07423779,0.1155894,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR44,WDR44,,54521.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR44,54521.0
CSP_48hr_50uM,129.8623,0.4489849,0.2103136,2.134835,0.0327745,0.05658426,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR45,WDR45,,11152.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR45,11152.0
CSP_48hr_50uM,14.639289999999999,1.559822,0.3402732,4.584029,4.56101e-06,1.77875e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR45B,WDR45B,,56270.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR45B,56270.0
CSP_48hr_50uM,0.8291148000000002,3.369703,0.8906679,3.783343,0.000154736,0.00045373699999999996,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR46,WDR46,,9277.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR46,9277.0
CSP_48hr_50uM,4.10721,-1.042578,0.5542523,-1.8810529999999999,0.05996465,0.09609287,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR47,WDR47,,22911.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR47,22911.0
CSP_48hr_50uM,8.02401,-0.5548823,0.3234071,-1.715739,0.08620982,0.1317771,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR48,WDR48,,57599.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR48,57599.0
CSP_48hr_50uM,5.4908790000000005,1.966607,0.4207035,4.674568,2.94572e-06,1.1815499999999999e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR5,WDR5,,11091.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR5,11091.0
CSP_48hr_50uM,5.307309,1.445919,0.3477175,4.158317,3.20601e-05,0.000107596,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR53,WDR53,,348793.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR53,348793.0
CSP_48hr_50uM,5.419647,2.082058,0.4336924,4.80077,1.5805700000000002e-06,6.6125e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR54,WDR54,,84058.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR54,84058.0
CSP_48hr_50uM,0.642177,4.62513,1.188208,3.892526,9.92058e-05,0.00030255,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR55,WDR55,,54853.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR55,54853.0
CSP_48hr_50uM,4.858218,0.24734940000000002,0.4168991,0.5933075,0.5529754,0.6309996999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR59,WDR59,,79726.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR59,79726.0
CSP_48hr_50uM,1.287721,-0.9377134,0.7418669,-1.263991,0.2062331,0.2786034,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR5B,WDR5B,,54554.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR5B,54554.0
CSP_48hr_50uM,16.06019,2.63298,0.3657381,7.199087,6.059999999999999e-13,6.03e-12,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR6,WDR6,,11180.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR6,11180.0
CSP_48hr_50uM,8.544353,0.474206,0.33530820000000006,1.414239,0.1572916,0.221181,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR60,WDR60,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,DYNC2I1,55112.0
CSP_48hr_50uM,12.17721,0.44042529999999996,0.2902975,1.517151,0.1292285,0.18679179999999998,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR61,WDR61,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,SKIC8,80349.0
CSP_48hr_50uM,1.4537200000000001,0.838728,1.000118,0.8386289000000001,0.40167759999999997,0.48583940000000003,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR62,WDR62,,284403.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR62,284403.0
CSP_48hr_50uM,17.34773,-0.09246788,0.43072479999999996,-0.2146797,0.830017,0.8731604,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR66,WDR66,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,CFAP251,144406.0
CSP_48hr_50uM,7.295786,-4.070104,0.7872022,-5.1703410000000005,2.3366700000000002e-07,1.1193e-06,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR7,WDR7,,23335.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR7,23335.0
CSP_48hr_50uM,3.2997099999999997,-2.328125,0.6768858,-3.4394660000000004,0.000582864,0.001525522,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR70,WDR70,,55100.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR70,55100.0
CSP_48hr_50uM,7.824625,-4.516367,0.8225899,-5.490424,4.0097100000000004e-08,2.14203e-07,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR72,WDR72,,256764.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR72,256764.0
CSP_48hr_50uM,12.049619999999999,1.5807879999999999,0.22073089999999998,7.161608,7.97e-13,7.77e-12,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR73,WDR73,,84942.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR73,84942.0
CSP_48hr_50uM,3.58661,2.6289119999999997,0.45471130000000004,5.781497,7.40388e-09,4.38622e-08,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR74,WDR74,,54663.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR74,54663.0
CSP_48hr_50uM,1.2094790000000002,2.92655,0.6836127,4.281006,1.8605e-05,6.5293e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR75,WDR75,,84128.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR75,84128.0
CSP_48hr_50uM,18.870929999999998,-1.074415,0.4489492,-2.393178,0.01670314,0.03123125,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR76,WDR76,,79968.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR76,79968.0
CSP_48hr_50uM,13.50738,2.330618,0.2795763,8.336249,7.670000000000001e-17,1.15e-15,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR77,WDR77,,79084.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR77,79084.0
CSP_48hr_50uM,95.53664,-2.1988220000000003,0.22303560000000003,-9.858616,6.290000000000001e-23,1.6100000000000001e-21,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR78,WDR78,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,DNAI4,79819.0
CSP_48hr_50uM,3.547103,1.769078,0.6577925,2.6894169999999997,0.007157704,0.01465479,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR81,WDR81,,124997.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR81,124997.0
CSP_48hr_50uM,42.78859,0.1132968,0.2221069,0.5101005,0.6099810999999999,0.6837207,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR82,WDR82,,80335.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR82,80335.0
CSP_48hr_50uM,7.549328999999999,0.6498467,0.3302219,1.967909,0.04907846,0.08076877,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR83,WDR83,,84292.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR83,84292.0
CSP_48hr_50uM,127.0112,-0.04380617,0.22962020000000002,-0.19077660000000002,0.8487005999999999,0.8878954,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR83OS,WDR83OS,,51398.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR83OS,51398.0
CSP_48hr_50uM,48.547259999999994,0.1180863,0.1578581,0.7480533,0.454428,0.5381597,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR89,WDR89,,112840.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR89,112840.0
CSP_48hr_50uM,5.721512000000001,1.438513,0.5277076999999999,2.725966,0.006411358000000001,0.01326752,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR90,WDR90,,197335.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR90,197335.0
CSP_48hr_50uM,2.822649,2.1832130000000003,0.5931702,3.6805839999999996,0.00023270099999999998,0.000657532,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR91,WDR91,,29062.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR91,29062.0
CSP_48hr_50uM,1.4719229999999999,0.9382805000000001,0.6263339,1.498052,0.1341199,0.1927671,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR92,WDR92,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,DNAAF10,116143.0
CSP_48hr_50uM,0.42530509999999994,1.672611,1.119258,1.494393,0.1350729,0.1939039,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR93,WDR93,,56964.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR93,56964.0
CSP_48hr_50uM,1.915717,1.388041,0.8440796,1.644443,0.1000848,0.1499955,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDR97,WDR97,,340390.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDR97,340390.0
CSP_48hr_50uM,16.51378,0.5353154999999999,0.25362840000000003,2.110629,0.03480421,0.0596323,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDSUB1,WDSUB1,,151525.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDSUB1,151525.0
CSP_48hr_50uM,5.003213,-0.1370244,0.4981352,-0.2750748,0.7832588,0.8348059999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDTC1,WDTC1,,23038.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WDTC1,23038.0
CSP_48hr_50uM,10.1085,-1.532743,0.36564509999999995,-4.191886,2.76645e-05,9.41647e-05,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WDYHV1,WDYHV1,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,NTAQ1,55093.0
CSP_48hr_50uM,123.1006,1.071093,0.3315824,3.2302459999999997,0.001236837,0.00300687,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WEE1,WEE1,,7465.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WEE1,7465.0
CSP_48hr_50uM,359.1813,-0.2866229,0.27563059999999995,-1.039881,0.2983953,0.3801775,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WFDC2,WFDC2,,10406.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WFDC2,10406.0
CSP_48hr_50uM,1.798014,0.5874862,0.5933428000000001,0.9901296,0.3221108,0.40555440000000004,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WFDC3,WFDC3,,140686.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WFDC3,140686.0
CSP_48hr_50uM,2.260929,-0.8072976,0.7014438000000001,-1.150908,0.24976990000000002,0.3276163,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WFS1,WFS1,,7466.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WFS1,7466.0
CSP_48hr_50uM,1.712782,1.823877,0.6220681,2.9319580000000003,0.0033683259999999996,0.007462224,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WHAMM,WHAMM,,123720.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WHAMM,123720.0
CSP_48hr_50uM,2.03872,-0.4766746,0.6712288000000001,-0.7101521,0.4776098,0.5599029999999999,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WHRN,WHRN,,25861.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WHRN,25861.0
CSP_48hr_50uM,14.952979999999998,1.045585,0.32509140000000003,3.21628,0.001298642,0.0031411629999999998,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WHSC1,WHSC1,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,NSD2,7468.0
CSP_48hr_50uM,18.959229999999998,0.8093978000000001,0.3507978,2.307305,0.0210378,0.03834117,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WHSC1L1,WHSC1L1,,,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,NSD3,54904.0
CSP_48hr_50uM,9.107073,-0.9621622999999999,0.34422140000000007,-2.795185,0.005187009,0.01096658,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WIPF1,WIPF1,,7456.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WIPF1,7456.0
CSP_48hr_50uM,4.819095,0.4334251,0.4473,0.9689808000000001,0.3325548,0.4158955,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WIPF2,WIPF2,,147179.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WIPF2,147179.0
CSP_48hr_50uM,0.9306653,1.238942,0.8148499,1.5204540000000002,0.1283968,0.18583670000000002,EUT046_RPTEC.TERT1_CSP_48hr_50uM,EUT046_RPTEC.TERT1_DMEM_48hr_0uM,WIPI1,WIPI1,,55062.0,RPTEC-TERT1,CSP,CISPLATIN,CSP,50.0,9,48,48hr,WIPI1,55062.0
